HackID,HackCounty,Gender,Race,Ethnicity
6819100,871,Male,Black/African American,N= Not Hispanic Origin
6819137,0,Female,White,N= Not Hispanic Origin
6822467,5494,Female,White,N= Not Hispanic Origin
6824465,134,Male,Other,N= Not Hispanic Origin
6825168,134,Female,White,N= Not Hispanic Origin
6825649,0,Female,White,N= Not Hispanic Origin
6828609,0,Male,White,N= Not Hispanic Origin
6828831,268,Male,White,N= Not Hispanic Origin
6829460,67,Male,White,N= Not Hispanic Origin
6829571,0,Female,Black/African American,N= Not Hispanic Origin
6829793,67,Female,White,N= Not Hispanic Origin
6830607,134,Female,Asian,N= Not Hispanic Origin
6830644,201,Female,White,N= Not Hispanic Origin
6831902,134,Male,White,N= Not Hispanic Origin
6832827,0,Female,White,N= Not Hispanic Origin
6834973,134,Female,White,N= Not Hispanic Origin
6835010,134,Male,White,N= Not Hispanic Origin
6835454,268,Male,White,N= Not Hispanic Origin
6835713,268,Female,Black/African American,N= Not Hispanic Origin
6837045,0,Female,White,N= Not Hispanic Origin
6837267,134,Male,Black/African American,N= Not Hispanic Origin
6837304,6968,Female,Other,N= Not Hispanic Origin
6837378,0,Male,Black/African American,N= Not Hispanic Origin
6838044,268,Female,White,N= Not Hispanic Origin
6838081,268,Male,White,N= Not Hispanic Origin
6838155,268,Female,White,N= Not Hispanic Origin
6839154,6901,Female,White,N= Not Hispanic Origin
6839302,134,Female,White,N= Not Hispanic Origin
6839672,134,Female,Other,N= Not Hispanic Origin
6839709,134,Male,White,N= Not Hispanic Origin
6840967,134,Male,Black/African American,N= Not Hispanic Origin
6841115,6968,Male,White,N= Not Hispanic Origin
6841707,134,Male,Other,N= Not Hispanic Origin
6842780,268,Female,Black/African American,N= Not Hispanic Origin
6843113,0,Male,White,N= Not Hispanic Origin
6843779,134,Female,White,N= Not Hispanic Origin
6843853,0,Male,Black/African American,N= Not Hispanic Origin
6844704,134,Female,White,N= Not Hispanic Origin
6845407,268,Male,White,N= Not Hispanic Origin
6845703,134,Female,White,N= Not Hispanic Origin
6845888,134,Male,White,N= Not Hispanic Origin
6846295,67,Female,White,N= Not Hispanic Origin
6846517,268,Male,Black/African American,N= Not Hispanic Origin
6849255,67,Female,White,N= Not Hispanic Origin
6849551,67,Male,White,N= Not Hispanic Origin
6849810,0,Female,White,N= Not Hispanic Origin
6850032,67,Male,White,N= Not Hispanic Origin
6851290,0,Female,White,N= Not Hispanic Origin
6852363,268,Male,White,N= Not Hispanic Origin
6853325,67,Male,White,N= Not Hispanic Origin
6853880,201,Female,White,N= Not Hispanic Origin
6853991,134,Female,White,N= Not Hispanic Origin
6861243,268,Male,Other,"H= Hispanic, Other"
6862797,6834,Female,White,N= Not Hispanic Origin
6863870,268,Female,Black/African American,N= Not Hispanic Origin
6864018,67,Female,White,N= Not Hispanic Origin
6864092,0,Male,White,N= Not Hispanic Origin
6865054,268,Female,Other,"H= Hispanic, Other"
6865387,134,Female,White,N= Not Hispanic Origin
6867792,134,Male,White,N= Not Hispanic Origin
6869605,201,Female,White,N= Not Hispanic Origin
6869938,201,Female,White,N= Not Hispanic Origin
6869975,134,Male,Black/African American,N= Not Hispanic Origin
6871973,0,Female,White,N= Not Hispanic Origin
6872158,201,Male,White,N= Not Hispanic Origin
6872343,201,Female,White,N= Not Hispanic Origin
6872528,67,Female,White,N= Not Hispanic Origin
6873120,201,Male,White,N= Not Hispanic Origin
6873342,67,Male,White,N= Not Hispanic Origin
6873971,134,Female,White,N= Not Hispanic Origin
6874008,134,Female,White,N= Not Hispanic Origin
6874119,134,Female,White,N= Not Hispanic Origin
6874711,134,Female,White,N= Not Hispanic Origin
6874785,201,Female,White,N= Not Hispanic Origin
6874896,67,Female,White,N= Not Hispanic Origin
6876635,67,Male,White,N= Not Hispanic Origin
6877042,6834,Female,White,N= Not Hispanic Origin
6877523,134,Male,White,N= Not Hispanic Origin
6878337,0,Male,White,N= Not Hispanic Origin
6878485,201,Male,White,N= Not Hispanic Origin
6879151,134,Female,White,N= Not Hispanic Origin
6879447,67,Male,White,N= Not Hispanic Origin
6879743,6834,Female,Black/African American,N= Not Hispanic Origin
6880853,134,Female,White,N= Not Hispanic Origin
6881408,201,Female,Black/African American,N= Not Hispanic Origin
6882111,67,Female,White,N= Not Hispanic Origin
6882703,0,Female,White,N= Not Hispanic Origin
6882888,134,Male,White,N= Not Hispanic Origin
6883036,134,Female,White,N= Not Hispanic Origin
6884479,134,Male,White,N= Not Hispanic Origin
6885071,134,Female,White,N= Not Hispanic Origin
6885182,67,Female,White,N= Not Hispanic Origin
6885774,67,Female,White,N= Not Hispanic Origin
6886292,201,Female,White,N= Not Hispanic Origin
6890695,268,Male,White,N= Not Hispanic Origin
6895098,268,Male,Black/African American,N= Not Hispanic Origin
6895801,67,Female,White,N= Not Hispanic Origin
6896652,268,Male,White,N= Not Hispanic Origin
6897392,134,Female,White,N= Not Hispanic Origin
6897466,268,Female,White,N= Not Hispanic Origin
6898095,268,Female,White,N= Not Hispanic Origin
6898909,134,Male,Black/African American,N= Not Hispanic Origin
6900685,6834,Female,Other,"M=  Hispanic, Mexican American"
6900981,67,Female,White,N= Not Hispanic Origin
6902609,6968,Female,White,N= Not Hispanic Origin
6904015,0,Male,White,N= Not Hispanic Origin
6904829,134,Female,White,N= Not Hispanic Origin
6905125,134,Male,Black/African American,N= Not Hispanic Origin
6905791,67,Male,White,N= Not Hispanic Origin
6906050,268,Female,White,N= Not Hispanic Origin
6906753,67,Male,White,N= Not Hispanic Origin
6908085,0,Male,White,N= Not Hispanic Origin
6908973,0,Female,White,N= Not Hispanic Origin
6909565,6968,Female,Black/African American,N= Not Hispanic Origin
6910564,134,Male,White,N= Not Hispanic Origin
6912229,268,Female,White,N= Not Hispanic Origin
6912451,134,Female,Other,N= Not Hispanic Origin
6912821,201,Male,White,N= Not Hispanic Origin
6913265,268,Female,Black/African American,N= Not Hispanic Origin
6915226,201,Female,White,N= Not Hispanic Origin
6917372,67,Male,White,N= Not Hispanic Origin
6918075,0,Male,Black/African American,N= Not Hispanic Origin
6918556,268,Male,White,N= Not Hispanic Origin
6919185,0,Male,Black/African American,N= Not Hispanic Origin
6919370,134,Female,White,N= Not Hispanic Origin
6919666,0,Male,White,N= Not Hispanic Origin
6920813,0,Male,White,N= Not Hispanic Origin
6921220,268,Female,Black/African American,N= Not Hispanic Origin
6921812,67,Male,White,N= Not Hispanic Origin
6921923,268,Male,Black/African American,N= Not Hispanic Origin
6922774,268,Male,White,N= Not Hispanic Origin
6923366,0,Male,White,N= Not Hispanic Origin
6924439,134,Female,Black/African American,N= Not Hispanic Origin
6924809,7102,Male,White,N= Not Hispanic Origin
6926955,67,Female,White,N= Not Hispanic Origin
6928694,0,Male,White,N= Not Hispanic Origin
6928731,0,Male,White,N= Not Hispanic Origin
6929952,6834,Female,Black/African American,N= Not Hispanic Origin
6930988,134,Female,White,N= Not Hispanic Origin
6932320,268,Female,White,N= Not Hispanic Origin
6933652,134,Male,Black/African American,N= Not Hispanic Origin
6934059,6834,Female,White,N= Not Hispanic Origin
6934392,268,Female,Black/African American,N= Not Hispanic Origin
6934836,0,Female,White,N= Not Hispanic Origin
6936242,6834,Female,Black/African American,N= Not Hispanic Origin
6937019,6834,Female,White,N= Not Hispanic Origin
6937426,268,Male,Black/African American,N= Not Hispanic Origin
6937833,6968,Female,White,N= Not Hispanic Origin
6938203,0,Male,White,N= Not Hispanic Origin
6938610,67,Male,White,N= Not Hispanic Origin
6938758,134,Female,White,N= Not Hispanic Origin
6941274,268,Female,White,N= Not Hispanic Origin
6943272,7035,Female,White,N= Not Hispanic Origin
6943864,268,Male,Black/African American,N= Not Hispanic Origin
6944789,67,Female,White,N= Not Hispanic Origin
6946121,0,Male,White,N= Not Hispanic Origin
6946787,134,Female,White,N= Not Hispanic Origin
6947268,268,Female,White,N= Not Hispanic Origin
6947934,0,Female,White,N= Not Hispanic Origin
6948193,268,Female,White,N= Not Hispanic Origin
6949044,6834,Male,Other,"H= Hispanic, Other"
6949377,268,Male,White,N= Not Hispanic Origin
6950228,67,Female,White,N= Not Hispanic Origin
6950561,0,Female,White,N= Not Hispanic Origin
6952374,0,Female,White,N= Not Hispanic Origin
6952448,6968,Male,Black/African American,N= Not Hispanic Origin
6953928,134,Female,White,N= Not Hispanic Origin
6954668,134,Female,Black/African American,N= Not Hispanic Origin
6955778,67,Female,White,N= Not Hispanic Origin
6957332,0,Female,White,N= Not Hispanic Origin
6958664,6968,Female,White,N= Not Hispanic Origin
6959182,134,Male,White,N= Not Hispanic Origin
6959330,67,Male,Black/African American,N= Not Hispanic Origin
6959404,6834,Male,Black/African American,N= Not Hispanic Origin
6959552,134,Female,White,N= Not Hispanic Origin
6961513,134,Female,White,N= Not Hispanic Origin
6961550,134,Female,White,N= Not Hispanic Origin
6962031,67,Female,White,N= Not Hispanic Origin
6962253,6968,Male,White,N= Not Hispanic Origin
6962845,134,Female,White,N= Not Hispanic Origin
6962956,268,Female,White,N= Not Hispanic Origin
6963363,268,Female,Black/African American,N= Not Hispanic Origin
6964066,0,Female,White,N= Not Hispanic Origin
6964917,268,Female,White,N= Not Hispanic Origin
6965361,268,Male,Black/African American,N= Not Hispanic Origin
6966360,67,Female,White,N= Not Hispanic Origin
6966841,134,Male,Black/African American,N= Not Hispanic Origin
6967211,268,Female,White,N= Not Hispanic Origin
6967803,201,Female,Black/African American,N= Not Hispanic Origin
6967951,67,Female,White,N= Not Hispanic Origin
6970245,0,Male,Black/African American,N= Not Hispanic Origin
6970541,7035,Male,White,N= Not Hispanic Origin
6971133,67,Male,White,N= Not Hispanic Origin
6973908,268,Female,White,N= Not Hispanic Origin
6974685,0,Female,White,N= Not Hispanic Origin
6974907,0,Female,White,N= Not Hispanic Origin
6975277,67,Male,White,N= Not Hispanic Origin
6977719,0,Male,White,N= Not Hispanic Origin
6977793,201,Female,Other,N= Not Hispanic Origin
6979495,134,Male,Black/African American,N= Not Hispanic Origin
6979606,201,Male,Black/African American,N= Not Hispanic Origin
6981752,536,Male,White,N= Not Hispanic Origin
6982529,67,Female,White,N= Not Hispanic Origin
6982566,67,Male,White,N= Not Hispanic Origin
6982603,268,Female,White,N= Not Hispanic Origin
6983269,268,Male,White,N= Not Hispanic Origin
6983417,268,Male,White,"M=  Hispanic, Mexican American"
6984712,201,Male,Black/African American,N= Not Hispanic Origin
6985304,67,Male,Black/African American,N= Not Hispanic Origin
6985822,201,Male,White,N= Not Hispanic Origin
6986229,268,Male,White,"M=  Hispanic, Mexican American"
6987783,134,Male,White,N= Not Hispanic Origin
6988079,268,Male,Multiracial,N= Not Hispanic Origin
6988449,134,Male,Black/African American,N= Not Hispanic Origin
6988486,0,Male,Black/African American,N= Not Hispanic Origin
6989226,201,Male,White,N= Not Hispanic Origin
6989300,268,Male,White,N= Not Hispanic Origin
6989374,0,Male,White,N= Not Hispanic Origin
6989744,134,Male,White,N= Not Hispanic Origin
6990188,201,Male,White,N= Not Hispanic Origin
6990484,134,Male,Other,N= Not Hispanic Origin
6990521,134,Male,Other,N= Not Hispanic Origin
6992260,0,Female,White,N= Not Hispanic Origin
6995627,268,Male,Other,N= Not Hispanic Origin
6995664,268,Female,Other,"M=  Hispanic, Mexican American"
6996811,6834,Male,White,N= Not Hispanic Origin
6996848,268,Male,White,N= Not Hispanic Origin
6997847,0,Female,White,N= Not Hispanic Origin
6997958,67,Female,White,N= Not Hispanic Origin
6998698,201,Female,White,N= Not Hispanic Origin
6998846,67,Female,White,N= Not Hispanic Origin
7001436,134,Male,Black/African American,N= Not Hispanic Origin
7002398,6834,Male,Black/African American,N= Not Hispanic Origin
7003730,268,Male,Other,"M=  Hispanic, Mexican American"
7004137,201,Female,White,N= Not Hispanic Origin
7005099,268,Female,White,N= Not Hispanic Origin
7005469,134,Male,White,N= Not Hispanic Origin
7005580,134,Female,White,N= Not Hispanic Origin
7010390,0,Female,White,N= Not Hispanic Origin
7010686,6834,Male,White,N= Not Hispanic Origin
7012166,134,Male,Black/African American,N= Not Hispanic Origin
7012758,134,Male,Asian,N= Not Hispanic Origin
7013017,268,Female,White,N= Not Hispanic Origin
7013350,134,Female,White,N= Not Hispanic Origin
7015126,0,Female,White,N= Not Hispanic Origin
7015163,268,Female,White,N= Not Hispanic Origin
7016273,67,Female,White,N= Not Hispanic Origin
7016532,201,Male,White,N= Not Hispanic Origin
7016717,134,Male,White,N= Not Hispanic Origin
7016754,6901,Female,White,N= Not Hispanic Origin
7016939,6968,Male,Black/African American,N= Not Hispanic Origin
7017642,134,Female,White,N= Not Hispanic Origin
7017753,268,Male,White,N= Not Hispanic Origin
7019085,6834,Male,White,N= Not Hispanic Origin
7019418,268,Female,White,N= Not Hispanic Origin
7019492,6968,Female,White,N= Not Hispanic Origin
7019788,6834,Female,Black/African American,N= Not Hispanic Origin
7020417,67,Female,White,N= Not Hispanic Origin
7020602,67,Male,White,N= Not Hispanic Origin
7020713,201,Male,White,N= Not Hispanic Origin
7021638,134,Female,White,N= Not Hispanic Origin
7022489,268,Female,Black/African American,N= Not Hispanic Origin
7022859,67,Female,White,N= Not Hispanic Origin
7023895,6968,Female,Black/African American,N= Not Hispanic Origin
7024413,201,Female,White,N= Not Hispanic Origin
7025042,6834,Female,White,N= Not Hispanic Origin
7026448,7102,Male,White,N= Not Hispanic Origin
7027299,268,Female,White,N= Not Hispanic Origin
7028150,67,Female,White,N= Not Hispanic Origin
7028927,67,Female,White,N= Not Hispanic Origin
7033811,67,Female,White,N= Not Hispanic Origin
7033885,268,Female,Black/African American,N= Not Hispanic Origin
7037696,6834,Male,Black/African American,N= Not Hispanic Origin
7038806,0,Female,White,N= Not Hispanic Origin
7039472,134,Female,White,N= Not Hispanic Origin
7039620,268,Female,White,N= Not Hispanic Origin
7040767,134,Female,White,N= Not Hispanic Origin
7041137,134,Female,Black/African American,N= Not Hispanic Origin
7042765,0,Female,White,N= Not Hispanic Origin
7042802,6834,Female,White,N= Not Hispanic Origin
7042987,0,Male,White,N= Not Hispanic Origin
7043135,0,Male,Black/African American,N= Not Hispanic Origin
7043579,0,Female,White,N= Not Hispanic Origin
7045207,134,Female,White,N= Not Hispanic Origin
7045429,134,Female,White,N= Not Hispanic Origin
7045873,268,Female,White,N= Not Hispanic Origin
7047871,6834,Male,White,N= Not Hispanic Origin
7049129,268,Male,Black/African American,N= Not Hispanic Origin
7049203,268,Female,Black/African American,N= Not Hispanic Origin
7049758,67,Male,White,N= Not Hispanic Origin
7050202,134,Male,White,N= Not Hispanic Origin
7050461,0,Male,Black/African American,N= Not Hispanic Origin
7050572,134,Male,White,N= Not Hispanic Origin
7050720,7035,Female,White,N= Not Hispanic Origin
7051423,0,Male,White,N= Not Hispanic Origin
7051534,134,Female,White,N= Not Hispanic Origin
7051719,268,Male,Black/African American,N= Not Hispanic Origin
7051978,6834,Male,Black/African American,N= Not Hispanic Origin
7052348,134,Male,Black/African American,N= Not Hispanic Origin
7052644,134,Male,White,N= Not Hispanic Origin
7052681,201,Female,White,N= Not Hispanic Origin
7052866,268,Male,White,N= Not Hispanic Origin
7053606,268,Male,Black/African American,N= Not Hispanic Origin
7053643,67,Male,White,N= Not Hispanic Origin
7053902,0,Female,White,N= Not Hispanic Origin
7054420,67,Female,White,N= Not Hispanic Origin
7054531,201,Male,White,N= Not Hispanic Origin
7054864,134,Female,White,N= Not Hispanic Origin
7055049,268,Male,Other,N= Not Hispanic Origin
7055308,134,Male,White,N= Not Hispanic Origin
7055345,67,Female,White,N= Not Hispanic Origin
7056011,134,Male,White,N= Not Hispanic Origin
7057269,201,Male,White,N= Not Hispanic Origin
7058305,134,Female,White,N= Not Hispanic Origin
7058601,134,Female,White,N= Not Hispanic Origin
7059452,67,Male,White,N= Not Hispanic Origin
7059970,268,Male,Black/African American,N= Not Hispanic Origin
7060007,268,Female,White,N= Not Hispanic Origin
7060192,268,Male,Black/African American,N= Not Hispanic Origin
7061561,201,Male,White,N= Not Hispanic Origin
7062449,67,Male,White,N= Not Hispanic Origin
7063448,0,Male,White,N= Not Hispanic Origin
7065483,268,Female,Black/African American,N= Not Hispanic Origin
7068036,268,Female,White,N= Not Hispanic Origin
7073216,7035,Female,White,N= Not Hispanic Origin
7074955,134,Female,White,N= Not Hispanic Origin
7075473,268,Female,Black/African American,N= Not Hispanic Origin
7075843,134,Male,White,N= Not Hispanic Origin
7079210,0,Female,Black/African American,N= Not Hispanic Origin
7082577,67,Male,White,N= Not Hispanic Origin
7082947,67,Female,White,N= Not Hispanic Origin
7083909,268,Male,White,N= Not Hispanic Origin
7089015,134,Male,White,N= Not Hispanic Origin
7089422,6834,Female,Black/African American,N= Not Hispanic Origin
7090347,268,Female,White,N= Not Hispanic Origin
7091346,134,Male,White,N= Not Hispanic Origin
7092456,67,Male,White,N= Not Hispanic Origin
7092715,268,Female,White,N= Not Hispanic Origin
7093344,67,Male,White,N= Not Hispanic Origin
7093455,0,Male,White,N= Not Hispanic Origin
7094269,268,Male,White,N= Not Hispanic Origin
7094602,201,Female,Black/African American,N= Not Hispanic Origin
7094861,268,Female,White,N= Not Hispanic Origin
7095268,6968,Female,White,N= Not Hispanic Origin
7096119,268,Female,White,N= Not Hispanic Origin
7096785,268,Male,Black/African American,N= Not Hispanic Origin
7097229,67,Female,White,N= Not Hispanic Origin
7097599,670,Female,White,N= Not Hispanic Origin
7097895,134,Female,White,N= Not Hispanic Origin
7098302,67,Female,White,N= Not Hispanic Origin
7099227,134,Female,White,N= Not Hispanic Origin
7099375,6834,Female,Black/African American,N= Not Hispanic Origin
7099893,67,Female,White,N= Not Hispanic Origin
7100559,536,Female,White,N= Not Hispanic Origin
7101595,67,Female,White,N= Not Hispanic Origin
7102113,67,Female,White,N= Not Hispanic Origin
7105517,201,Female,White,N= Not Hispanic Origin
7107774,134,Female,White,N= Not Hispanic Origin
7108107,67,Male,Black/African American,N= Not Hispanic Origin
7110475,67,Female,Black/African American,N= Not Hispanic Origin
7110549,268,Male,Black/African American,N= Not Hispanic Origin
7111474,134,Female,White,N= Not Hispanic Origin
7112214,268,Male,Multiracial,N= Not Hispanic Origin
7112806,268,Male,White,N= Not Hispanic Origin
7113694,268,Female,White,N= Not Hispanic Origin
7115285,134,Male,White,N= Not Hispanic Origin
7115507,134,Female,White,N= Not Hispanic Origin
7116506,134,Male,Black/African American,N= Not Hispanic Origin
7119873,0,Female,White,N= Not Hispanic Origin
7120021,134,Female,White,N= Not Hispanic Origin
7120539,67,Female,White,N= Not Hispanic Origin
7120576,67,Female,White,N= Not Hispanic Origin
7120613,67,Male,Other,"M=  Hispanic, Mexican American"
7120761,6968,Male,White,N= Not Hispanic Origin
7120909,268,Male,Other,"M=  Hispanic, Mexican American"
7122796,134,Male,White,N= Not Hispanic Origin
7123018,201,Female,White,N= Not Hispanic Origin
7123092,67,Female,Other,N= Not Hispanic Origin
7123462,67,Male,White,N= Not Hispanic Origin
7125201,0,Male,White,N= Not Hispanic Origin
7125497,0,Male,Black/African American,N= Not Hispanic Origin
7125756,0,Female,White,N= Not Hispanic Origin
7126015,268,Male,White,N= Not Hispanic Origin
7126052,134,Female,Black/African American,N= Not Hispanic Origin
7126163,0,Male,Black/African American,N= Not Hispanic Origin
7126311,134,Female,White,N= Not Hispanic Origin
7127162,67,Female,White,N= Not Hispanic Origin
7128568,134,Female,White,N= Not Hispanic Origin
7128753,201,Female,White,N= Not Hispanic Origin
7128790,134,Male,Black/African American,N= Not Hispanic Origin
7130492,67,Male,White,N= Not Hispanic Origin
7131269,268,Male,Black/African American,N= Not Hispanic Origin
7131380,134,Female,White,N= Not Hispanic Origin
7132342,134,Male,White,N= Not Hispanic Origin
7133156,0,Male,Other,N= Not Hispanic Origin
7133785,67,Male,White,N= Not Hispanic Origin
7133970,0,Female,White,N= Not Hispanic Origin
7134192,0,Male,Black/African American,N= Not Hispanic Origin
7134266,0,Female,Other,N= Not Hispanic Origin
7134303,134,Female,White,N= Not Hispanic Origin
7134784,268,Female,Black/African American,N= Not Hispanic Origin
7134821,268,Female,Black/African American,N= Not Hispanic Origin
7134858,268,Male,Black/African American,N= Not Hispanic Origin
7136227,201,Male,White,N= Not Hispanic Origin
7137078,268,Female,Black/African American,N= Not Hispanic Origin
7139150,201,Male,White,N= Not Hispanic Origin
7139853,0,Female,White,N= Not Hispanic Origin
7140223,0,Female,White,N= Not Hispanic Origin
7141185,134,Male,Black/African American,N= Not Hispanic Origin
7143516,268,Male,White,N= Not Hispanic Origin
7143553,0,Female,Black/African American,N= Not Hispanic Origin
7143664,268,Female,Black/African American,N= Not Hispanic Origin
7143738,134,Male,White,N= Not Hispanic Origin
7144441,134,Female,White,N= Not Hispanic Origin
7146513,6834,Female,White,N= Not Hispanic Origin
7146735,134,Male,White,N= Not Hispanic Origin
7147993,268,Female,Other,N= Not Hispanic Origin
7149658,0,Male,White,N= Not Hispanic Origin
7151249,0,Male,Black/African American,N= Not Hispanic Origin
7151286,268,Female,Black/African American,N= Not Hispanic Origin
7151656,268,Female,Black/African American,N= Not Hispanic Origin
7153210,6834,Female,White,N= Not Hispanic Origin
7153913,268,Female,Other,N= Not Hispanic Origin
7155282,268,Female,White,N= Not Hispanic Origin
7157095,268,Male,White,N= Not Hispanic Origin
7161609,268,Female,White,N= Not Hispanic Origin
7162312,134,Female,White,N= Not Hispanic Origin
7162756,134,Male,White,N= Not Hispanic Origin
7162941,6834,Male,White,N= Not Hispanic Origin
7163866,201,Female,White,N= Not Hispanic Origin
7164199,134,Female,White,N= Not Hispanic Origin
7165383,134,Female,White,N= Not Hispanic Origin
7166049,134,Male,White,N= Not Hispanic Origin
7168380,268,Female,White,N= Not Hispanic Origin
7169786,134,Male,White,N= Not Hispanic Origin
7169860,134,Male,White,N= Not Hispanic Origin
7171081,134,Male,White,N= Not Hispanic Origin
7171192,134,Male,White,N= Not Hispanic Origin
7171710,134,Female,White,N= Not Hispanic Origin
7172265,67,Female,White,N= Not Hispanic Origin
7172635,67,Female,Black/African American,N= Not Hispanic Origin
7174596,134,Female,Black/African American,N= Not Hispanic Origin
7174966,0,Female,White,N= Not Hispanic Origin
7175188,0,Female,White,N= Not Hispanic Origin
7175854,67,Female,White,N= Not Hispanic Origin
7177001,134,Female,White,N= Not Hispanic Origin
7178333,268,Male,White,N= Not Hispanic Origin
7178518,0,Female,White,N= Not Hispanic Origin
7180886,6834,Female,Black/African American,N= Not Hispanic Origin
7181219,201,Female,White,N= Not Hispanic Origin
7181404,67,Female,White,N= Not Hispanic Origin
7181959,67,Female,White,N= Not Hispanic Origin
7184142,134,Male,Black/African American,N= Not Hispanic Origin
7185437,6968,Male,White,N= Not Hispanic Origin
7185807,268,Male,White,N= Not Hispanic Origin
7186177,268,Male,White,N= Not Hispanic Origin
7186769,67,Female,White,N= Not Hispanic Origin
7187102,67,Male,White,N= Not Hispanic Origin
7190802,67,Female,Black/African American,N= Not Hispanic Origin
7191246,6834,Female,White,N= Not Hispanic Origin
7192837,67,Female,White,N= Not Hispanic Origin
7193540,134,Female,White,N= Not Hispanic Origin
7196352,6968,Female,White,N= Not Hispanic Origin
7196648,0,Male,White,N= Not Hispanic Origin
7196722,7102,Male,White,N= Not Hispanic Origin
7197314,134,Female,White,N= Not Hispanic Origin
7197388,0,Female,White,N= Not Hispanic Origin
7199571,134,Male,Other,"H= Hispanic, Other"
7200829,67,Female,White,N= Not Hispanic Origin
7201125,0,Male,White,N= Not Hispanic Origin
7201532,0,Male,White,N= Not Hispanic Origin
7202198,6834,Female,Black/African American,N= Not Hispanic Origin
7202827,0,Female,White,N= Not Hispanic Origin
7203937,201,Male,Black/African American,N= Not Hispanic Origin
7203974,6968,Male,White,N= Not Hispanic Origin
7204270,67,Female,White,N= Not Hispanic Origin
7204714,0,Female,White,N= Not Hispanic Origin
7204936,0,Male,Multiracial,N= Not Hispanic Origin
7205084,134,Female,White,N= Not Hispanic Origin
7205343,0,Female,White,N= Not Hispanic Origin
7205602,201,Male,White,N= Not Hispanic Origin
7205861,6968,Male,White,N= Not Hispanic Origin
7205935,67,Female,White,N= Not Hispanic Origin
7206527,6834,Male,Black/African American,N= Not Hispanic Origin
7206971,67,Male,Black/African American,N= Not Hispanic Origin
7207119,0,Female,Black/African American,N= Not Hispanic Origin
7207970,0,Female,White,N= Not Hispanic Origin
7208155,134,Female,White,N= Not Hispanic Origin
7208303,67,Male,Other,N= Not Hispanic Origin
7208673,201,Male,White,N= Not Hispanic Origin
7209154,0,Female,White,N= Not Hispanic Origin
7209228,268,Male,Black/African American,N= Not Hispanic Origin
7209487,67,Male,White,N= Not Hispanic Origin
7209931,268,Female,Black/African American,N= Not Hispanic Origin
7210190,0,Male,White,N= Not Hispanic Origin
7210449,0,Female,Black/African American,N= Not Hispanic Origin
7210671,268,Female,White,N= Not Hispanic Origin
7210708,67,Female,White,N= Not Hispanic Origin
7210856,0,Male,White,N= Not Hispanic Origin
7211485,134,Male,White,N= Not Hispanic Origin
7212003,0,Female,Black/African American,N= Not Hispanic Origin
7212521,134,Female,Other,N= Not Hispanic Origin
7212780,268,Female,Black/African American,N= Not Hispanic Origin
7213261,0,Female,Black/African American,N= Not Hispanic Origin
7213631,67,Female,White,N= Not Hispanic Origin
7214297,6834,Female,White,N= Not Hispanic Origin
7215074,0,Female,Black/African American,N= Not Hispanic Origin
7215592,134,Female,White,N= Not Hispanic Origin
7215888,6834,Male,Black/African American,N= Not Hispanic Origin
7216147,268,Male,White,N= Not Hispanic Origin
7219144,268,Female,Black/African American,N= Not Hispanic Origin
7221697,268,Male,White,N= Not Hispanic Origin
7223066,0,Female,Black/African American,N= Not Hispanic Origin
7224842,67,Female,White,N= Not Hispanic Origin
7225138,134,Female,Other,N= Not Hispanic Origin
7225619,67,Female,White,N= Not Hispanic Origin
7226618,268,Female,White,N= Not Hispanic Origin
7228505,268,Female,Other,N= Not Hispanic Origin
7228912,67,Female,White,N= Not Hispanic Origin
7229837,134,Male,Black/African American,N= Not Hispanic Origin
7231095,134,Female,White,N= Not Hispanic Origin
7233759,0,Male,White,N= Not Hispanic Origin
7236793,134,Female,White,N= Not Hispanic Origin
7239938,6834,Male,White,N= Not Hispanic Origin
7240493,134,Male,Black/African American,N= Not Hispanic Origin
7240604,0,Female,White,N= Not Hispanic Origin
7241344,67,Female,White,N= Not Hispanic Origin
7242269,134,Female,White,N= Not Hispanic Origin
7245155,268,Female,Black/African American,N= Not Hispanic Origin
7245192,67,Male,White,N= Not Hispanic Origin
7245784,6968,Male,White,N= Not Hispanic Origin
7246413,134,Female,Black/African American,N= Not Hispanic Origin
7247227,134,Female,White,N= Not Hispanic Origin
7248892,0,Female,Black/African American,N= Not Hispanic Origin
7249003,134,Female,White,N= Not Hispanic Origin
7249558,134,Male,White,N= Not Hispanic Origin
7250076,268,Female,White,N= Not Hispanic Origin
7250187,268,Male,Black/African American,N= Not Hispanic Origin
7250409,0,Male,Black/African American,N= Not Hispanic Origin
7250446,67,Female,White,N= Not Hispanic Origin
7250705,134,Female,White,N= Not Hispanic Origin
7251630,0,Male,White,N= Not Hispanic Origin
7252555,134,Female,White,N= Not Hispanic Origin
7253480,67,Female,Black/African American,N= Not Hispanic Origin
7253554,268,Female,Black/African American,N= Not Hispanic Origin
7254146,268,Male,White,N= Not Hispanic Origin
7254886,7035,Female,White,N= Not Hispanic Origin
7255219,134,Male,White,N= Not Hispanic Origin
7255404,268,Female,White,N= Not Hispanic Origin
7255737,134,Female,White,N= Not Hispanic Origin
7256181,268,Female,White,N= Not Hispanic Origin
7262471,67,Female,Black/African American,N= Not Hispanic Origin
7262508,0,Female,Black/African American,N= Not Hispanic Origin
7263211,201,Female,White,N= Not Hispanic Origin
7263655,134,Female,White,N= Not Hispanic Origin
7265246,67,Female,White,N= Not Hispanic Origin
